"estacion","nombre","latitud","longitud"
"ATZVC","Atzalan, Ver.",19.705556,-96.721111
"AURBN","Las Auras, B.C.",32.544722,-116.531667
"AURJL","La Aurora, Jal.",21.680278,-101.657778
"AURMX","Canal la Aurora, Méx.",19.638056,-99.250556
"AUSTRALIA","Australia, Chis. INIFAP*",16.250278,-92.461111
"AVBQT","Alfredo Vladimir Bonfil, Qro.",20.854722,-100.05
"AVCPB","Ávila Camacho, Pue.",20.385833,-97.881111
"AVECP","Agua Verde, Chis.",16.591667,-90.683333
"AVEGJ","Ave María, Gto.",20.781944,-101.270833
"AWSSI","Andrew Weiss, Sin.",25.033333,-107.466667
"AXCALAK","Arrecifes Xcalak, Q. Roo. SMN*",18.28,-87.835556
"AXOCHIAPAN","Axochiapan, Mor. INIFAP*",18.533889,-98.748889
"AXOTL","Axotla, Tlax.",19.237778,-98.159167
"AYACAHUITE","Rancho Ayacahuite, Méx. INIFAP*",18.995,-99.431944
"AYALA","Ayala, Mor. INIFAP*",18.757222,-98.874722
"AYAVC","Ayahualulco, Ver.",19.353611,-97.147222
"AYUGR","Ayutla, Gro.",16.949444,-99.1
"AYUOX","Ayutla, Oax.",17.016667,-96.1
"AZACP","Aza-Pac CFE, Chis.",17.253611,-93.427222
"AZAGR","Agua Zarca, Gro.",18.215556,-99.216111
"AZAJL","Agua Zarca, Jal.",21.835,-103.484167
"AZAPACCFE","Aza-Pac, Chis. CFE*",17.253611,-93.427222
"AZFCL","La Azufrosa, Coah.",28.235556,-100.809444
"AZPCP","Aza-Pac CFE, Chis.",17.253611,-93.427222
"AZRDF","Anzures, Cd. Méx. OCAVM*",19.428611,-99.177222
"AZTTP","Aztecas, Tamps.",22.498611,-98.614722
"AZUOX","La Azucena, Oax.",17.083333,-96.656111
"B005ALR","ABELARDO L. RODRIGUEZ",32.446944,-116.905833
"B006ABR","ABELARDO RODRIGUEZ",21.916667,-102.426944
"B01002","LA PUERTA",32.543889,-116.678333
"B01007","CANCIO",32.309444,-116.599722
"B01013","RIO COLORADO EN LA ESTACION HI",0,0
"B01020","PRESA RODRIGUEZ",0,0
"B01022","POZO DE VISITA NO. 38",0,0
"B01023","AGUA CALIENTE",32.107778,-116.453889
"B01024","SANTO DOMINGO",30.766667,-115.866667
"B01025","SAN VICENTE",31.3875,-116.154167
"B01026","SAN CARLOS",31.816667,-116.441667
"B01027","BOQUILLA SANTA ROSA",32.028333,-116.754444
"B01028","CERCA DE NESTOR",0,0
"B01029","RIO TIJUANA EN LA LINEA DIVISORIA INTERNACIONAL",0,0
"B01031","LAS PALMAS",0,0
"B01034","EL ALAMAR",32.528333,-116.900556
"B01035","ARRIBA DE PRESA MORENA",0,0
"B01036","ABAJO DE LA PRESA MORENA",0,0
"B01037","ARRIBA DE PRESA BARRET",0,0
"B01038","ABAJO DE LA PRESA BARRET",0,0
"B01039","ACUEDUCTO DULZURA ABAJO DE LA PRESA BARRETT CALIFORNIA",0,0
"B01040","ARROYO COTTONWOOD ARRIBA DEL RIO TECATE CERCA DE DULZURA CALIFORNIA",0,0
"B01041","ARROYO CAMPO CERCA DE CAMPO CALIFORNIA",0,0
"B01042","LINEA DIVISORIA",0,0
"B01043","DERIVACIONES DE LA PR. RODRIGUEZ",0,0
"B01044","DERIVACIONES PARA TIJUANA",0,0
"B010AGZ","ABRAHAM GONZALEZ",28.516667,-107.633333
"B015ACH","ACHIMEC",22.325833,-103.225833
"B016ABN","ING. AURELIO BENASSINI",24.121667,-106.695
"B020ALM","ADOLFO LOPEZ MATEOS",25.090278,-107.383333
"B025ARC","ADOLFO RUIZ CORTINEZ",27.220278,-109.104167
"B03001","EL OJO DE AGUA",26.333333,-111.988889
"B03002","SAN JACINTO",23.241667,-110.045833
"B03003","PIEDRAS COLORADAS",23.266667,-110.066667
"B03006","LA MATANZA",0,0
"B03007","EL PASO DE IRITU",0,0
"B03008","SAN IGNACIO DE LOS ROMERO",25.666667,-111.625
"B03009","HUERTA VIEJA",26.24,-112.026389
"B03010","EL CARACOL",0,0
"B03011","EL IHUAJIL",0,0
"B03012","PUENTE BRAMONAS",0,0
"B03013","EL TRIUNFO",0,0
"B03014","LA MUELA",0,0
"B03015","LA BURRERA",0,0
"B030AGO","AGOSTITLAN",19.55,-100.942222
"B035AOB","ALVARO OBREGON",27.481389,-109.938056
"B040ALO","ALVARO OBREGON",0,0
"B041AMI","LA AMISTAD",29.444167,-101.06
"B042BRJ","Barraje de Ibarra, Mich.",20.236111,-102.616111
"B043ANG","LA ANGOSTURA",19.9125,-104.056944
"B045BBD","PRESA BASILIO VADILLO",19.9125,-104.056944
"B046BOC","BENJAMIN ORTEGA",0,0
"B047CAB","CABORCA",30,-111.1
"B050BJU","PRESA BENITO JUAREZ",0,0
"B055CLL","PRESA CALLES",22.142222,-102.415556
"B058CEP","JOSE LOPEZ PORTILLO",0,0
"B06001","CAJON DE YENEKA",0,0
"B06002","SAN LAZARO",0,0
"B06003","SAN BARTOLO",23.716667,-109.883333
"B06004","SAN ANTONIO",23.8,-110.05
"B06005","LOS ENCINOS",0,0
"B06006","LA VINORAMA",0,0
"B06007","LAS PARRAS",0,0
"B06008","EL CAJONCITO",24.159722,-110.161111
"B06009","BUENA MUJER",0,0
"B06010","EL CANARIO",0,0
"B06011","LAS PLAYITAS",0,0
"B06012","SAN PEDRO",0,0
"B060CHH","PRESA CHIHUAHUA",28.569722,-106.166389
"B062CTA","CINCUENTA ANIVERSARIO",22.188611,-102.466944
"B065COI","PRESA COINTZIO",19.625,-101.281111
"B068COM","EL COMAQUITO",30.933333,-110.816667
"B07001","DESAGUE DE LA MILLA ONCE AL RIO COLORADO",0,0
"B07002","DREN DE LA MESA DE YUMA",0,0
"B07003","DESAGUE COOPER AL RIO COLORADO DIVISION DEL VALLE DEL PROYECTO DE YUMA",0,0
"B07004","RIO COLORADO EN LA LINEA DIVISORIA INTERNACIONAL SUR",0,0
"B07005","RIO COLORADO EN LA LINEA DIVISORIA INTERNACIONAL NORTE",0,0
"B07006","DERIVACIONES MEXICANAS POR EL CANAL REFORMA EN PRESA MORELOS",0,0
"B07007","ARRIBA CASA MORELOS",0,0
"B07008","DESAGÜE DE WISTERIA",0,0
"B07009","ABAJO DE LA PRESA MORELOS",0,0
"B07010","MIGUEL C. RODRIGUEZ",0,0
"B07011","DESAGÜE DEL SIFON",0,0
"B07012","MILLA 11",0,0
"B07013","MORELOS",0,0
"B07014","DESAGÜE DE PUEBLO NUEVO",0,0
"B07015","EL MARITIMO",0,0
"B07016","DESCARGA AL RIO COLORADO EN EL DESAGUE DEL KM. 27",0,0
"B07017","DESAGÜE ELIAS",0,0
"B07018","DESAGÜE UNION",0,0
"B07019","DREN RIVERA",0,0
"B07020","DREN VOLCANO",0,0
"B07021","DREN WISTERIA",0,0
"B07022","ESCURRIMIENTOS TOTALES QUE CRUZAN A MEXICO EN LA LINEA DIVISORIA CERCA DE SAN LUIS RIO COLORADO SONORA",0,0
"B07023","KM 66 FFCC SONORA - BAJA CALIFORNIA",0,0
"B07024","PLANTA MEZQUITAL SUR",0,0
"B07025","PLANTA ZACATECAS",0,0
"B07026","PLANTA BACANORA-MONUMENTOS",0,0
"B07027","PLANTA SANCHEZ MEJORADA-SAN LUIS",0,0
"B07028","YUMA",0,0
"B07030","DESAGUE DEL CANAL PRINCIPAL DE YUMA AL RIO COLORADO EN YUMA ARIZONA",0,0
"B07032","ARRIBA PRESA MORELOS",0,0
"B07033","DREN N° 8-B (DREN ARAZ)",0,0
"B07034","PLANTA HIDROELECTRICA Y DESAGUE CERCA DE PILOT KNOB CALIFORNIA",0,0
"B07035","CANAL REFORMA (ALAMO)",0,0
"B07036","AGUAS DE DRENAJE DE WELLTON-MOHAWK APORTADAS AL RIO COLORADO ABAJO DE LA PRESA MORELOS",0,0
"B07037","DESAGUE DE LA MILLA 21 AL RIO COLORADO DIVISION DEL VALLE DEL PROYECTO DE YUMA",0,0
"B07038","DERIVACIONES POR BOMBEO EN TRAMO LIMITROFE",0,0
"B07039","DESAGUE DEL CANAL PRINCIPAL DEL ESTE DIVISION DEL VALLE DEL PROYECTO DE YUMA",0,0
"B07040","DESAGUE DEL CANAL PRINCIPAL DEL OESTE DIVISION DEL VALLE DEL PROYECTO DE YUMA",0,0
"B07041","DREN LATERAL 242 CERCA DE SAN LUIS ARIZONA",0,0
"B07042","DREN PRINCIPAL DE YUMA DIVISION DEL VALLE DEL PROYECTO DE YUMA",0,0
"B07043","PROLONGACION DEL CANAL DE DESVIO WELLTON-MOHAWK EN LA LINEA DIVISORIA INTERNACIONAL SUR",0,0
"B07044","KM 38",0,0
"B07045","BOMBAS DE PARTICULARES",0,0
"B07046","RIO ALAMO EN LA LINEA DIVISORIA INTERNACIONAL",0,0
"B07047","DESAGUE DE LA PLANTA POTABILIZADORA DE MEXICALI",0,0
"B07048","DREN MESA",0,0
"B07049","RIO NUEVO EN LA LINEA DIVISORIA INTERNACIONAL",0,0
"B07050","DESAGUES DEL DTTO DE RIEGO RIO COLORADO",0,0
"B070CON","CONSTITUCION 1917",20.418333,-100.0725
"B075CUA","PRESA CUAUHTEMOC",30.878333,-111.516667
"B07701","DESAGUE DE LA MILLA ONCE AL RI",0,0
"B08007","IMURIS",30.755,-110.888889
"B08008","SANTA TERESA",30.866667,-111.533333
"B08009","ATIL",30.865278,-111.533333
"B08011","PITIQUITO I",30.670833,-112.041667
"B08012","COMAQUITO",30.816667,-110.7
"B08013","PRINCIPAL DE ALTAR",30.9125,-111.516667
"B08014","CASA BLANCA",30.669444,-112.041667
"B08015","DEL ALTO",30.679167,-112.029167
"B08016","DEL PUEBLO",30.672222,-112.041667
"B08017","QUISUANI",30.668056,-112.045833
"B08018","PITIQUITO 2",30.691667,-112.1
"B08019","SONOITA PRESA DERIVADORA",31.858333,-112.8
"B08020","SAN MANUEL",31.861667,-112.835
"B08021","CONCORDIA",30.755,-110.885556
"B08022","SAN PEDRO",30.764444,-110.888333
"B08023","SAN ARTURO",30.752778,-110.888333
"B08024","SAN ALFONSO",31.856667,-112.835
"B08025","SONOITA 2",31.866667,-112.846667
"B08026","SANTA ROSA",0,0
"B08027","JESUS MUNGUIA A.",0,0
"B08028","SANTA ROSA 2",0,0
"B08029","BABASAC",0,0
"B080CRT","PRESA CUARENTA",21.5,-101.7
"B085DAM","PRESA DANXHO",19.9,-99.6
"B086DGZ","PRESA DE GONZALO",20.3,-102.4
"B09002","NAVOJOA",27.104167,-109.438889
"B09008","TECORI",28.041667,-109.816667
"B09010","LAS LANCHAS",30.608333,-109.366667
"B09011","LA JUNTA",28.758333,-107.983333
"B09013","LA ANGOSTURA I",30.441667,-109.383333
"B09015","EL AGUILA",29.075,-109.683333
"B09016","CAMOU",29.233333,-110.708333
"B09017","EL OREGANO",29.233333,-110.704167
"B09018","TRES HERMANOS",27.204167,-109.195833
"B09022","HORNOS",27.741667,-109.9
"B09023","LA ANGOSTURA 2",30.425,-109.369444
"B09026","PRINCIPAL",29.083333,-110.920833
"B09027","HERMOSILLO",29.066667,-110.916667
"B09028","CHANATE",29.066667,-110.925
"B09031","SERIS",29.058333,-110.929167
"B09032","CHICULI",27.75,-109.9
"B09033","EL OVIACHIC",27.833333,-109.9
"B09035","SANTA BARBARA",27.216667,-109.195833
"B09039","TESIA KM. 1 + 457",27.163889,-109.366667
"B09040","SAN PEDRO",27.027778,-109.525
"B09043","SERIS SIFON",29.075,-110.9375
"B09044","KM. 1 + 690",29.079167,-110.936111
"B09045","NÁCORI",29.458333,-109.075
"B09054","NUEVO COLONIAS YAQUIS",0,0
"B09057","KM. 1 + 503",27.808333,-109.891667
"B09059","COLONIAS YAQUIS",27.8,-109.895833
"B09063","PUNTA DE AGUA",28.425,-110.408333
"B09064","CASA BLANCA",30.669444,-112.041667
"B09065","LOS DATILES",28.426389,-110.401389
"B09066","EL NOVILLO 2",28.925,-109.629167
"B09067","SAN BERNARDO",27.4125,-108.881944
"B09068","TEZOCOMA",27.683333,-109.233333
"B09069","LA RASTRA",29.108333,-109.408333
"B09070","LAS PILAS",27.168056,-109.358333
"B09072","ABRAHAM GONZALEZ",28.5,-107.475
"B09074","TUNELES MOCUZARI",0,0
"B09076","CHANATE CARRETERA",29.066667,-110.920833
"B09077","SERIS CARRETERA",29.058333,-110.920833
"B09078","KM. 0 + 400",27.816667,-109.9
"B09079","HERMOSILLO EXTRACCIONES",29.083333,-110.920833
"B09080","GUAPOCA",29.141667,-108.3
"B09081","EL NOVILLO I",0,0
"B09082","EL CUBIL",29.216667,-109.233333
"B09083","LA GUADALUPE",28.95,-108.708333
"B09084","PASO DE NÁCORI",29.416667,-109.091667
"B09086","CANDIDO",29.183333,-109.25
"B09087","ABRAHAM GONZALEZ",28.490833,-107.473333
"B09088","ABRAHAM GONZALEZ",28.490833,-107.473333
"B09089","COCORAQUE",27.415,-109.628333
"B09090","EL CAJON",29.472222,-110.736389
"B09091","SAN MIGUEL",0,0
"B09092","SERIS CARRETERA 2",0,0
"B09093","PUNTA DE AGUA 2",0,0
"B09094","RAMON CORONA VIRGEN",0,0
"B09097","SERIS CARRETERA 3",0,0
"B09098","EL TUFANITO",0,0
"B090CAZ","EL CAZADERO",23.693056,-103.093611
"B09100","POTABILIZADORA 2",0,0
"B09101","MOCTEZUMA (CFE)",0,0
"B09102","CERCA DE LOCHIEL",0,0
"B09103","EL CAJON",0,0
"B09104","CERCA DE NOGALES",0,0
"B09105","PLATA NOGALES",0,0
"B09106","AGUA PRIETA-DOUGLAS",0,0
"B09107","LAGUNAS DE AGUA PRIETA",0,0
"B095CTN","PRESA CENTENARIO",20.589444,-100.406667
"B10018","PUENTE SUDPACIFICO",24.805556,-107.404167
"B10020","PUENTE CAÑEDO",24.811111,-107.391667
"B10021","TIERRA BLANCA",24.829167,-107.4
"B10022","BOCATOMA",24.798611,-107.4125
"B10023","PUENTE NUEVO",24.805556,-107.416667
"B10026","PICACHOS",24.8125,-107.147222
"B10027","EL BLEDAL",24.804167,-107.145833
"B10028","BAMOA",25.716667,-108.333333
"B10029","NARANJO",25.802778,-108.469444
"B10031","GUAMUCHIL",25.469444,-108.091667
"B10033","PALOS BLANCOS",24.925,-107.384722
"B10034","ZOPILOTE",25.741667,-108.359722
"B10035","NARANJO",25.791667,-108.469444
"B10036","JAINA",25.9,-108.013889
"B10037","HUITES",26.883333,-108.366667
"B10038","SAN BLAS",26.104167,-108.75
"B10039","SAN FRANCISCO",0,0
"B10040","SANTA CRUZ",24.484722,-106.952778
"B10041","SANALONA I",24.8,-107.1625
"B10045","KM. 0+710.60",26.041667,-108.816667
"B10046","LATERAL A",25.908333,-108.939444
"B10048","BOMBA SUFRAGIO KM 0+660",26.043611,-108.814444
"B10049","KM. 12+290",25.970833,-108.876944
"B10050","MIGUEL HIDALGO VIDAL",25.904167,-108.933333
"B10051","LAS CAÑAS",26.472222,-108.588889
"B10052","KM. 24+140",25.9125,-108.943611
"B10053","ALAMOS",26.393056,-108.741667
"B10054","KM. 1 +732.6 PUENTE GATO",25.92,-108.942222
"B10055","KM. 0 +680 (ANTES PUENTE GATO)",25.920833,-108.933333
"B10056","KM. 46+780",25.908333,-109.133333
"B10057","BAMICORI",26.375,-108.5
"B10058","BOCATOMA SUFRAGIO",26.073611,-108.779167
"B10059","BOCATOMA SUFRAGIO KM 0+000 (SUSPENDIDA)",26.045833,-108.8125
"B10060","KM. 2+310",26.008333,-108.879167
"B10061","PUENTE DREN",24.788889,-107.426389
"B10062","SANTA ROSA",25.901944,-108.931111
"B10063","BATOPILAS",27.022222,-107.7375
"B10064","CHINIPAS",27.416667,-108.541667
"B10065","IXPALINO",23.955556,-106.595833
"B10066","CHOIX",26.736111,-108.329167
"B10067","BOCATOMA CAHUINAHUA",26.045833,-108.829167
"B10069","KM. 12 +260",25.972222,-108.881111
"B10070","ACATITAN",24.047222,-106.654167
"B10071","URIQUE",27.216667,-107.9125
"B10073","LA GUASA (SUSPENDIDA)",26.997222,-108.381944
"B10074","LA MARIPOSA",26.018611,-108.8375
"B10076","BACURATO",25.841667,-107.927778
"B10077","PALO DULCE",27.016667,-108.416667
"B10078","LA TINA",26.216667,-108.616667
"B10079","BADIRAGUATO",25.333333,-107.5375
"B10080","TORIMENA",25.916667,-108.054167
"B10081","EL VAREJONAL",25.086111,-107.395833
"B10082","KM 0 + 950",25.979167,-108.858333
"B10083","EL QUELITE",23.5125,-106.483333
"B10085","SAN MIGUEL Z",25.954167,-109.054167
"B10086","PERICOS",25.093056,-107.694444
"B10087","TAMAZULA",24.933333,-106.975
"B10088","GUATENIPA",25.344444,-107.225
"B10090","CHICO RUIZ",0,0
"B10091","KM. 0+700",24.797222,-107.406944
"B10094","SAN IGNACIO",26.870833,-107.879167
"B10095","VAREJONAL",25.093056,-107.395833
"B10097","EL MAHONE",26.5,-108.583333
"B10098","CAZANATE",26.604167,-108.7625
"B10099","KM. 1+700",26.519444,-108.622222
"B100CHI","PRESA EL CHIQUE",22,-102.889722
"B10100","URIQUE 2",27.302778,-107.838889
"B10101","CHINATU",0,0
"B10102","GUERACHIC",26.813056,-107.072778
"B10103","EL REALITO",0,0
"B10104","SIQUIRICHIC",27.283333,-107.220833
"B10105","UMIRA",0,0
"B10106","LA VERANERA",0,0
"B10107","ALAMOS",27.691667,-107.745833
"B10108","LOS MOLINOS",0,0
"B10110","TOAHAYANA",26.170833,-107.704167
"B10111","PIAXTLA",23.933333,-106.425
"B10112","GUATENIPA 2",25.344444,-107.220833
"B10113","LA HUERTA",25.369444,-106.7
"B10114","SAN JUAN",0,0
"B10116","KM. 3 +130 (KM.1+700)",0,0
"B10117","KM. 0 +700",26.436667,-108.73
"B10118","PUENTE LAS CABRAS",26.372222,-108.736667
"B10119","JESUS CRUZ",27.0125,-108.3975
"B10120","GUASAVE PUENTE CARRETERA",25.576667,-108.456667
"B10121","KM. 3 +180",26.071667,-108.7825
"B10122","LAS CAÑAS 2",26.418333,-108.620278
"B10123","TUBARES",0,0
"B10125","GUAMUCHIL 2",0,0
"B10126","KM. 3 +300",0,0
"B10130","SAN IGNACIO 2",0,0
"B10131","EL REAL",0,0
"B10133","HOYANCOS",0,0
"B10134","SANALONA 2",0,0
"B10135","OCORONI (EL SABINAL)",0,0
"B10136","LA GUAGUANA",26.05,-107.85
"B10137","TECUSIAPA",25.855556,-107.376389
"B10138","KM. 2+700",0,0
"B10139","BOMBA KM. 3",0,0
"B10140","BOMBA KM 2+500 MARGEN DERECHA",0,0
"B10141","BOMBA KM 2+500 MARGEN IZQUIERDA",0,0
"B10142","TAYOLTITA",0,0
"B10143","COFRADIA",26.3,-108.3
"B10144","TALAYOTE",0,0
"B10145","BACUBIRITO",25.816667,-107.916667
"B102EST","EL ESTRIBON",21.2,-102.9
"B103MAN","EL MANANTIAL",0,0
"B104ECU","EL CUCHILLO",25.718056,-99.256111
"B105MOL","PRESA EL MOLINO",20.1,-99.7
"B11007","CABORACA",24.516667,-104.8
"B11008","SAN FELIPE",24,-104.598889
"B11009","PEÑA BLANCA",24.2,-104.666667
"B11010","REFUGIO SALCIDO",23.983333,-104.516667
"B11011","PEÑA DEL AGUILA",24.208333,-104.673333
"B11012","SAN PEDRO",21.966667,-105.15
"B11014","ACAPONETA",22.483333,-105.341667
"B11015","CABORACA",24.513611,-104.8
"B11016","BALUARTE 2",22.983333,-105.841667
"B11017","SANTIAGO BAYACORA",23.926667,-104.554167
"B11018","PUEBLO NUEVO",23.975,-104.528333
"B11019","PUEBLO NUEVO",23.975,-104.528333
"B11023","CABORACA",24.516667,-104.7875
"B11024","PRAXEDIS GUERRERO",23.963333,-104.54
"B11025","ACEVEDO",0,0
"B11026","JUAN B. CEBALLOS",24.183333,-104.683333
"B11027","EL SALTITO",23.976667,-104.301667
"B11028","NARCISO MENDOZA",24.008333,-103.95
"B11029","CANATLAN",24.513889,-104.783333
"B11030","EL BEJUCO",22.0125,-105.15
"B11031","NARCISO MENDOZA",24.008333,-103.95
"B11032","NARCISO MENDOZA",24.008333,-103.95
"B11035","LA BALLONA",22.533333,-105.45
"B11036","EL PUEBLITO",23.963333,-104.720833
"B11037","EL PUEBLITO",23.963333,-104.720833
"B11039","SAN PEDRO",21.9875,-105.141667
"B11040","VICENTE GUERRERO",23.746667,-103.970278
"B11041","GRASEROS",23.746667,-104.029722
"B11042","EL PINO",24.620833,-104.858333
"B11043","EL PINO",24.633333,-104.858333
"B11045","LAS HABITAS",23.025,-105.75
"B11046","ROSAMORADA",22.133333,-105.2
"B11058","SIQUEROS",23.008333,-106.25
"B11066","CHARCO VERDE",0,0
"B11067","ARENALES",24.025,-105.391667
"B11068","EL DORADO",23.891667,-105.408333
"B11069","LA LUZ",23.825,-105.35
"B11070","LAS TORTUGAS",23.095833,-105.85
"B11071","BALUARTE",22.975,-105.85
"B11072","TAPICHAHUA",23.583333,-106.116667
"B11074","LA ESTANCIA",22.591667,-105.341667
"B11075","PAJARITOS",22.377778,-105.020833
"B11076","OTATITAN",0,0
"B11078","SAN PEDRO 2",0,0
"B11079","LA MURALLA",0,0
"B11080","MEZQUITAL",0,0
"B11081","JOCOCUIXTLE",0,0
"B11082","CUCHARAS",22.35,-105.183333
"B110NIA","PRESA EL NIAGARA",21.778889,-102.441389
"B115PAT","EL PALOTE",21.166667,-101.666667
"B12004","LA PIEDAD",20.341667,-102.016667
"B12007","SALAMANCA",20.383333,-101.166667
"B12011","PUENTE INGENIEROS",20.191667,-102.441667
"B12012","SAN FRANCISCO",20.21,-100.9
"B12014","PASARELA VILLA JIMENEZ",19.916667,-101.745833
"B12020","EL SALTO",20.2,-100.904167
"B12022","REFORMA NUMERO 1",20.191667,-100.883333
"B12023","REFORMA NUMERO 2",20.195833,-100.883333
"B12034","MARAVATIO",20.198333,-100.904167
"B12067","EMENGUARO",20.170833,-100.875
"B12093","ZINZIMEO",19.870833,-100.976389
"B12095","YURECUARO",20.341667,-102.270833
"B12096","CASA BLANCA",19.894444,-100.435278
"B12098","ANGAMACUTIRO",20.131944,-101.704167
"B120PRR","PRESA EL PARRAL",26.9,-105.7
"B12102","LAS ISLAS",20.283333,-101.066667
"B12104","ACAMBARO",20.05,-100.733333
"B12109","BATANES",20.204167,-100.904167
"B12113","MOLINOS DE CABALLERO",20.069444,-100.214444
"B12114","LA ROSA",19.923611,-100.304167
"B12115","PATEO",19.904167,-100.334722
"B12117","MARAVATIO",19.9,-100.422222
"B12118","TALLERES",0,0
"B12120","HUARACHA",19.922222,-100.3
"B12121","SAN NICOLAS",20.2,-100.904167
"B12128","CORONA",20.404167,-103.083333
"B12131","ARMADILLO",20.279167,-101.05
"B12139","ZIRITZICUARO",20.020833,-100.494444
"B12140","ZIRITZICUARO",19.954167,-100.429167
"B12142","ZEMPOALA (SUSPENDIDA)",20.316667,-101.075
"B12145","ZEMPOALA",20.316667,-101.075
"B12148","ZIRITZICUARO",19.955556,-100.427778
"B12155","SOLIS",20.041667,-100.683333
"B12160","SAN AGUSTIN",20.129167,-100.858333
"B12162","COMPUERTAS CHICAS",20.295833,-101.075
"B12192","COMPUERTAS GRANDES",20.279167,-101.065278
"B12194","OJUELOS",20.2625,-100.9875
"B12209","EL TAMBOR",19.994444,-100.2375
"B12210","VERTEDOR POTRERILLOS",22.234722,-102.435278
"B12211","GUGORRONES",20.208333,-105.666667
"B12213","PUENTE F.C. CHICALOTE",22.006111,-102.254167
"B12214","EMENGUARO",20.1375,-100.879167
"B12218","EL AGUILA",22.136389,-102.41
"B12219","COINTZIO",19.641667,-101.258333
"B12221","ATAPANEO",19.725,-101.176389
"B12223","QUIRIO",19.803333,-101.006944
"B12224","CHIQUITO",19.695833,-101.190278
"B12227","TIZCAREÑO",21.920833,-102.425
"B12232","PASO DE OVEJAS",19.991667,-100.456944
"B12233","CORRALES",20.195833,-101.804167
"B12234","BRISEÑAS",20.275,-102.558333
"B12237","MUNGUIA (ZATEMAYE)",20.111111,-100.559722
"B12238","PERICOS",20.525,-101.108333
"B12239","SAN PEDRO PIEDRA GORDA",22.445833,-102.350833
"B12249","PATEO",19.890278,-100.316667
"B12254","SAN ISIDRO",20.208333,-100.908333
"B12257","TARANDACUAO",19.994444,-100.5125
"B12258","LAVADEROS",19.848611,-101.072222
"B12268","EXCAME I",21.651111,-103.3575
"B12271","PALMITOS",22.1375,-102.412222
"B12273","BAÑADERO",0,0
"B12274","MONTERRUBIO",19.654167,-101.238889
"B12277","SAN BARTOLO",19.815278,-101.011111
"B12278","ATOYAC",20.016667,-103.483333
"B12280","TUNEL NUMERO 2",22.234722,-102.442778
"B12281","KM. 1 +400 (PRESA JOCOQUE)",22.133056,-102.345
"B12283","ZACAPENDO",19.815278,-101.004167
"B12288","ZAPOTLANEJO",20.404167,-103.0875
"B12289","ATEQUIZA",20.404167,-103.0875
"B12290","ATEQUIZA 2",20.398333,-103.094444
"B12307","SANTA MARIA (YURIRIA)",0,0
"B12310","LA ESTANZUELA",20.116667,-102.370833
"B12312","COINTZIO",19.6375,-101.256944
"B12314","QUERENDARO",19.811667,-100.889444
"B12315","CALERA",21.490278,-102.595833
"B12323","SALIDAS DE MALPAIS",19.831944,-100.875556
"B12328","GUARACHA",19.958333,-102.579167
"B12331","EL PUEBLITO",20.5125,-100.4375
"B12333","SALIDAS MALPAIS",0,0
"B12335","LA ESTANZUELA",20.120833,-102.3625
"B12338","SAN ANTONIO GUARACHA",19.945833,-102.558333
"B12339","PLATANAL",19.941667,-102.258333
"B12341","SALIDA TUNEL",19.633333,-101.259167
"B12344","PLATANAL",19.941667,-102.258333
"B12347","SANTIAGO UNDAMEO",19.601389,-101.288056
"B12348","LAS JUNTAS",20.731944,-103.275
"B12349","SOLIS",20.05,-100.666667
"B12350","LA BEGOÑA 2",20.845833,-100.829167
"B12352","SALAMANCA 2",20.566667,-101.2
"B12355","AGOSTADERO",21.363889,-102.308333
"B12358","AJOJUCAR",21.541667,-102.440278
"B12359","EL SALTO",20.526389,-103.168611
"B12361","YAGO",21.820833,-105.072222
"B12362","ALMOLOYA DEL RIO",0,0
"B12363","ALMOLOYA DEL RIO S.P.T.",0,0
"B12364","ALMOLOYA NO. 2",0,0
"B12365","EL SALTO",19.6375,-101.259722
"B12366","CHEHUAYITO",0,0
"B12367","VERTEDOR GUGORRONES",20.216667,-100.9
"B12368","SANTA FE",0,0
"B12369","CUARENTA",21.484722,-101.745833
"B12370","SAN GASPAR",21.284722,-102.497222
"B12371","VALLE DE GUADALUPE",20.980556,-102.609722
"B12373","SAN BARTOLO",19.397778,-99.574167
"B12374","LA Y",19.406111,-99.589444
"B12375","TEMASCALES",20.058333,-100.15
"B12376","SALVATIERRA",20.216667,-100.904167
"B12377","OTZOLOTEPEC",19.4,-99.576389
"B12378","PRESA CALLES",22.138333,-102.413889
"B12379","JACONA",19.983333,-102.304167
"B12382","PASO DEL SABINO",21.316667,-102.538889
"B12383","ATOYAC",20.016667,-102.491667
"B12386","ATENCO",19.181944,-99.5125
